plannin_area,subzone,age_group,sex,count
yishun,nee soon,65-69,f,20
yishun,northland,65-69,f,640
yishun,springleaf,65-69,f,120
yishun,yishun central,65-69,f,30
yishun,yishun east,65-69,f,920
yishun,yishun south,65-69,f,900
yishun,yishun west,65-69,f,1330
ang mo kio,ang mo kio town centre,70-74,f,80
ang mo kio,cheng san,70-74,f,580
ang mo kio,chong boon,70-74,f,690
ang mo kio,kebun bahru,70-74,f,550
ang mo kio,sembawang hills,70-74,f,130
ang mo kio,shangri-la,70-74,f,430
ang mo kio,tagore,70-74,f,110
ang mo kio,townsville,70-74,f,580
ang mo kio,yio chu kang east,70-74,f,50
ang mo kio,yio chu kang west,70-74,f,400
bedok,bayshore,70-74,f,80
bedok,bedok north,70-74,f,1540
bedok,bedok reservoir,70-74,f,290
bedok,bedok south,70-74,f,1040
bedok,frankel,70-74,f,520
bedok,kaki bukit,70-74,f,520
bedok,kembangan,70-74,f,710
bedok,siglap,70-74,f,190
bishan,bishan east,70-74,f,460
bishan,marymount,70-74,f,380
bishan,upper thomson,70-74,f,620
bukit batok,bukit batok central,70-74,f,350
bukit batok,bukit batok east,70-74,f,180
bukit batok,bukit batok south,70-74,f,100
bukit batok,bukit batok west,70-74,f,180
bukit batok,gombak,70-74,f,140
bukit batok,guilin,70-74,f,160
bukit batok,hillview,70-74,f,170
bukit batok,hong kah north,70-74,f,320
bukit merah,alexandra hill,70-74,f,370
bukit merah,bukit ho swee,70-74,f,410
bukit merah,bukit merah,70-74,f,20
bukit merah,depot road,70-74,f,100
bukit merah,everton park,70-74,f,210
bukit merah,henderson hill,70-74,f,310
bukit merah,kampong tiong bahru,70-74,f,270
bukit merah,maritime square,70-74,f,20
bukit merah,redhill,70-74,f,210
bukit merah,telok blangah drive,70-74,f,410
bukit merah,telok blangah rise,70-74,f,370
bukit merah,telok blangah way,70-74,f,270
bukit merah,tiong bahru,70-74,f,290
bukit merah,tiong bahru station,70-74,f,330
bukit panjang,bangkit,70-74,f,380
bukit panjang,dairy farm,70-74,f,40
bukit panjang,fajar,70-74,f,270
bukit panjang,jelebu,70-74,f,370
bukit panjang,nature reserve,70-74,f,40
bukit panjang,saujana,70-74,f,160
bukit panjang,senja,70-74,f,190
bukit timah,anak bukit,70-74,f,350
bukit timah,coronation road,70-74,f,130
bukit timah,farrer court,70-74,f,80
bukit timah,hillcrest,70-74,f,150
bukit timah,holland road,70-74,f,150
bukit timah,leedon park,70-74,f,110
bukit timah,swiss club,70-74,f,90
bukit timah,ulu pandan,70-74,f,180
changi,changi point,70-74,f,10
changi,changi west,70-74,f,10
choa chu kang,choa chu kang central,70-74,f,210
choa chu kang,choa chu kang north,70-74,f,290
choa chu kang,keat hong,70-74,f,120
choa chu kang,peng siang,70-74,f,240
choa chu kang,teck whye,70-74,f,380
choa chu kang,yew tee,70-74,f,350
clementi,clementi central,70-74,f,270
clementi,clementi north,70-74,f,640
clementi,clementi west,70-74,f,270
clementi,clementi woods,70-74,f,290
clementi,faber,70-74,f,80
clementi,sunset way,70-74,f,130
clementi,west coast,70-74,f,70
downtown core,bugis,70-74,f,70
geylang,aljunied,70-74,f,690
geylang,geylang east,70-74,f,570
geylang,kampong ubi,70-74,f,160
geylang,macpherson,70-74,f,630
hougang,hougang central,70-74,f,60
hougang,hougang east,70-74,f,250
hougang,hougang west,70-74,f,700
hougang,kangkar,70-74,f,430
hougang,kovan,70-74,f,360
hougang,lorong ah soo,70-74,f,650
hougang,tai seng,70-74,f,230
hougang,trafalgar,70-74,f,470
jurong east,lakeside,70-74,f,30
jurong east,teban gardens,70-74,f,300
jurong east,toh guan,70-74,f,140
jurong east,yuhua east,70-74,f,430
jurong east,yuhua west,70-74,f,280
jurong west,boon lay place,70-74,f,390
jurong west,hong kah,70-74,f,780
jurong west,jurong west central,70-74,f,450
jurong west,taman jurong,70-74,f,420
jurong west,wenya,70-74,f,60
jurong west,yunnan,70-74,f,610
kallang,bendemeer,70-74,f,700
kallang,boon keng,70-74,f,220
kallang,crawford,70-74,f,260
kallang,geylang bahru,70-74,f,300
kallang,kampong bugis,70-74,f,10
kallang,kampong java,70-74,f,210
kallang,lavender,70-74,f,170
kallang,tanjong rhu,70-74,f,160
mandai,mandai estate,70-74,f,30
marine parade,katong,70-74,f,140
marine parade,marine parade,70-74,f,690
marine parade,mountbatten,70-74,f,160
newton,cairnhill,70-74,f,50
newton,goodwood park,70-74,f,10
newton,monk's hill,70-74,f,20
newton,orange grove,70-74,f,10
novena,balestier,70-74,f,610
novena,dunearn,70-74,f,70
novena,malcolm,70-74,f,50
novena,moulmein,70-74,f,100
novena,mount pleasant,70-74,f,10
orchard,boulevard,70-74,f,10
outram,china square,70-74,f,50
outram,chinatown,70-74,f,200
outram,pearl's hill,70-74,f,200
outram,people's park,70-74,f,10
pasir ris,flora drive,70-74,f,140
pasir ris,loyang east,70-74,f,30
pasir ris,pasir ris central,70-74,f,220
pasir ris,pasir ris drive,70-74,f,580
pasir ris,pasir ris park,70-74,f,20
pasir ris,pasir ris west,70-74,f,320
punggol,matilda,70-74,f,210
punggol,northshore,70-74,f,10
punggol,punggol field,70-74,f,400
punggol,punggol town centre,70-74,f,40
punggol,waterway east,70-74,f,210
queenstown,commonwealth,70-74,f,240
queenstown,dover,70-74,f,250
queenstown,ghim moh,70-74,f,360
queenstown,holland drive,70-74,f,480
queenstown,kent ridge,70-74,f,20
queenstown,margaret drive,70-74,f,190
queenstown,mei chin,70-74,f,340
queenstown,pasir panjang 1,70-74,f,40
queenstown,pasir panjang 2,70-74,f,40
queenstown,tanglin halt,70-74,f,350
river valley,institution hill,70-74,f,30
river valley,leonie hill,70-74,f,30
river valley,one tree hill,70-74,f,50
river valley,oxley,70-74,f,30
rochor,bencoolen,70-74,f,30
rochor,farrer park,70-74,f,60
rochor,little india,70-74,f,100
rochor,mount emily,70-74,f,10
rochor,sungei road,70-74,f,60
rochor,victoria,70-74,f,60
sembawang,admiralty,70-74,f,150
sembawang,sembawang central,70-74,f,270
sembawang,sembawang north,70-74,f,210
sembawang,sembawang springs,70-74,f,60
sembawang,sembawang straits,70-74,f,30
sengkang,anchorvale,70-74,f,320
sengkang,compassvale,70-74,f,160
sengkang,fernvale,70-74,f,290
sengkang,rivervale,70-74,f,520
sengkang,sengkang town centre,70-74,f,500
serangoon,lorong chuan,70-74,f,110
serangoon,seletar hills,70-74,f,230
serangoon,serangoon central,70-74,f,440
serangoon,serangoon garden,70-74,f,730
serangoon,serangoon north,70-74,f,220
serangoon,upper paya lebar,70-74,f,270
singapore river,robertson quay,70-74,f,20
southern islands,sentosa,70-74,f,10
sungei kadut,gali batu,70-74,f,10
sungei kadut,turf club,70-74,f,10
tampines,simei,70-74,f,450
tampines,tampines east,70-74,f,1640
tampines,tampines west,70-74,f,870
tampines,xilin,70-74,f,10
tanglin,chatsworth,70-74,f,100
tanglin,nassim,70-74,f,100
tanglin,ridout,70-74,f,10
tanglin,tyersall,70-74,f,60
toa payoh,boon teck,70-74,f,400
toa payoh,braddell,70-74,f,240
toa payoh,joo seng,70-74,f,120
toa payoh,kim keat,70-74,f,190
toa payoh,lorong 8 toa payoh,70-74,f,210
toa payoh,pei chun,70-74,f,300
toa payoh,potong pasir,70-74,f,240
toa payoh,sennett,70-74,f,100
toa payoh,toa payoh central,70-74,f,600
toa payoh,toa payoh west,70-74,f,390
toa payoh,woodleigh,70-74,f,20
western water catchment,western water catchment,70-74,f,10
woodlands,midview,70-74,f,300
woodlands,north coast,70-74,f,220
woodlands,woodgrove,70-74,f,330
woodlands,woodlands east,70-74,f,630
woodlands,woodlands south,70-74,f,270
woodlands,woodlands west,70-74,f,440
yishun,khatib,70-74,f,150
yishun,lower seletar,70-74,f,10
yishun,nee soon,70-74,f,20
yishun,northland,70-74,f,360
yishun,springleaf,70-74,f,70
yishun,yishun central,70-74,f,20
yishun,yishun east,70-74,f,410
yishun,yishun south,70-74,f,490
yishun,yishun west,70-74,f,800
ang mo kio,ang mo kio town centre,75-79,f,70
ang mo kio,cheng san,75-79,f,420
ang mo kio,chong boon,75-79,f,500
ang mo kio,kebun bahru,75-79,f,430
ang mo kio,sembawang hills,75-79,f,110
ang mo kio,shangri-la,75-79,f,300
ang mo kio,tagore,75-79,f,90
ang mo kio,townsville,75-79,f,480
ang mo kio,yio chu kang east,75-79,f,40
ang mo kio,yio chu kang west,75-79,f,360
bedok,bayshore,75-79,f,60
bedok,bedok north,75-79,f,1270
bedok,bedok reservoir,75-79,f,220
bedok,bedok south,75-79,f,850
bedok,frankel,75-79,f,510
bedok,kaki bukit,75-79,f,430
bedok,kembangan,75-79,f,590
bedok,siglap,75-79,f,150
bishan,bishan east,75-79,f,380
bishan,marymount,75-79,f,310
bishan,upper thomson,75-79,f,490
bukit batok,bukit batok central,75-79,f,250
bukit batok,bukit batok east,75-79,f,130
bukit batok,bukit batok south,75-79,f,100
bukit batok,bukit batok west,75-79,f,130
bukit batok,gombak,75-79,f,110
bukit batok,guilin,75-79,f,110
bukit batok,hillview,75-79,f,140
bukit batok,hong kah north,75-79,f,220
bukit merah,alexandra hill,75-79,f,280
bukit merah,alexandra north,75-79,f,10
bukit merah,bukit ho swee,75-79,f,380
bukit merah,bukit merah,75-79,f,20
bukit merah,depot road,75-79,f,60
bukit merah,everton park,75-79,f,190
bukit merah,henderson hill,75-79,f,320
bukit merah,kampong tiong bahru,75-79,f,240
bukit merah,maritime square,75-79,f,20
bukit merah,redhill,75-79,f,220
bukit merah,telok blangah drive,75-79,f,330
bukit merah,telok blangah rise,75-79,f,240
bukit merah,telok blangah way,75-79,f,230
bukit merah,tiong bahru,75-79,f,240
bukit merah,tiong bahru station,75-79,f,330
bukit panjang,bangkit,75-79,f,270
bukit panjang,dairy farm,75-79,f,40
bukit panjang,fajar,75-79,f,200
bukit panjang,jelebu,75-79,f,320
bukit panjang,nature reserve,75-79,f,30
bukit panjang,saujana,75-79,f,140
bukit panjang,senja,75-79,f,110
bukit timah,anak bukit,75-79,f,300
bukit timah,coronation road,75-79,f,100
bukit timah,farrer court,75-79,f,70
bukit timah,hillcrest,75-79,f,130
bukit timah,holland road,75-79,f,130
bukit timah,leedon park,75-79,f,80
bukit timah,swiss club,75-79,f,70
bukit timah,ulu pandan,75-79,f,160
changi,changi point,75-79,f,10
changi,changi west,75-79,f,10
choa chu kang,choa chu kang central,75-79,f,140
choa chu kang,choa chu kang north,75-79,f,230
choa chu kang,keat hong,75-79,f,110
choa chu kang,peng siang,75-79,f,210
choa chu kang,teck whye,75-79,f,280
choa chu kang,yew tee,75-79,f,270
clementi,clementi central,75-79,f,210
clementi,clementi north,75-79,f,560
clementi,clementi west,75-79,f,200
clementi,clementi woods,75-79,f,240
clementi,faber,75-79,f,40
clementi,sunset way,75-79,f,90
clementi,west coast,75-79,f,40
downtown core,bugis,75-79,f,70
geylang,aljunied,75-79,f,670
geylang,geylang east,75-79,f,480
geylang,kampong ubi,75-79,f,100
geylang,macpherson,75-79,f,600
hougang,hougang central,75-79,f,70
hougang,hougang east,75-79,f,180
hougang,hougang west,75-79,f,540
hougang,kangkar,75-79,f,350
hougang,kovan,75-79,f,340
hougang,lorong ah soo,75-79,f,510
hougang,tai seng,75-79,f,210
hougang,trafalgar,75-79,f,370
jurong east,lakeside,75-79,f,20
jurong east,teban gardens,75-79,f,210
jurong east,toh guan,75-79,f,130
jurong east,yuhua east,75-79,f,330
jurong east,yuhua west,75-79,f,260
jurong west,boon lay place,75-79,f,270
jurong west,hong kah,75-79,f,510
jurong west,jurong west central,75-79,f,350
jurong west,taman jurong,75-79,f,290
jurong west,wenya,75-79,f,40
jurong west,yunnan,75-79,f,420
kallang,bendemeer,75-79,f,560
kallang,boon keng,75-79,f,230
kallang,crawford,75-79,f,240
kallang,geylang bahru,75-79,f,270
kallang,kampong bugis,75-79,f,10
kallang,kampong java,75-79,f,220
kallang,lavender,75-79,f,160
kallang,tanjong rhu,75-79,f,130
mandai,mandai estate,75-79,f,20
marine parade,katong,75-79,f,140
marine parade,marine parade,75-79,f,670
marine parade,mountbatten,75-79,f,110
newton,cairnhill,75-79,f,50
newton,goodwood park,75-79,f,10
newton,monk's hill,75-79,f,20
newton,orange grove,75-79,f,20
novena,balestier,75-79,f,610
novena,dunearn,75-79,f,50
novena,malcolm,75-79,f,40
novena,moulmein,75-79,f,80
novena,mount pleasant,75-79,f,10
orchard,boulevard,75-79,f,10
outram,china square,75-79,f,40
outram,chinatown,75-79,f,210
outram,pearl's hill,75-79,f,190
outram,people's park,75-79,f,10
pasir ris,flora drive,75-79,f,100
pasir ris,loyang east,75-79,f,20
pasir ris,loyang west,75-79,f,20
pasir ris,pasir ris central,75-79,f,200
pasir ris,pasir ris drive,75-79,f,480
pasir ris,pasir ris park,75-79,f,10
pasir ris,pasir ris west,75-79,f,270
punggol,matilda,75-79,f,130
punggol,punggol field,75-79,f,280
punggol,punggol town centre,75-79,f,40
punggol,waterway east,75-79,f,130
queenstown,commonwealth,75-79,f,240
queenstown,dover,75-79,f,190
queenstown,ghim moh,75-79,f,300
queenstown,holland drive,75-79,f,420
queenstown,kent ridge,75-79,f,10
queenstown,margaret drive,75-79,f,200
queenstown,mei chin,75-79,f,370
queenstown,pasir panjang 1,75-79,f,40
queenstown,pasir panjang 2,75-79,f,30
queenstown,tanglin halt,75-79,f,350
river valley,institution hill,75-79,f,30
river valley,leonie hill,75-79,f,20
river valley,one tree hill,75-79,f,20
river valley,oxley,75-79,f,30
rochor,bencoolen,75-79,f,30
rochor,farrer park,75-79,f,40
rochor,little india,75-79,f,80
rochor,mount emily,75-79,f,10
rochor,sungei road,75-79,f,50
rochor,victoria,75-79,f,60
sembawang,admiralty,75-79,f,120
sembawang,sembawang central,75-79,f,200
sembawang,sembawang north,75-79,f,150
sembawang,sembawang springs,75-79,f,60
sembawang,sembawang straits,75-79,f,10
sengkang,anchorvale,75-79,f,210
sengkang,compassvale,75-79,f,110
sengkang,fernvale,75-79,f,220
sengkang,rivervale,75-79,f,450
sengkang,sengkang town centre,75-79,f,400
serangoon,lorong chuan,75-79,f,130
serangoon,seletar hills,75-79,f,190
serangoon,serangoon central,75-79,f,390
serangoon,serangoon garden,75-79,f,640
serangoon,serangoon north,75-79,f,140
serangoon,upper paya lebar,75-79,f,210
singapore river,robertson quay,75-79,f,20
southern islands,sentosa,75-79,f,10
sungei kadut,gali batu,75-79,f,10
sungei kadut,turf club,75-79,f,10
tampines,simei,75-79,f,390
tampines,tampines east,75-79,f,1390
tampines,tampines west,75-79,f,690
tampines,xilin,75-79,f,20
tanglin,chatsworth,75-79,f,50
tanglin,nassim,75-79,f,80
tanglin,ridout,75-79,f,30
tanglin,tyersall,75-79,f,50
toa payoh,boon teck,75-79,f,390
toa payoh,braddell,75-79,f,230
toa payoh,joo seng,75-79,f,130
toa payoh,kim keat,75-79,f,140
toa payoh,lorong 8 toa payoh,75-79,f,190
toa payoh,pei chun,75-79,f,260
toa payoh,potong pasir,75-79,f,190
toa payoh,sennett,75-79,f,80
toa payoh,toa payoh central,75-79,f,560
toa payoh,toa payoh west,75-79,f,420
toa payoh,woodleigh,75-79,f,10
woodlands,midview,75-79,f,230
woodlands,north coast,75-79,f,180
woodlands,woodgrove,75-79,f,240
woodlands,woodlands east,75-79,f,540
woodlands,woodlands south,75-79,f,170
woodlands,woodlands west,75-79,f,350
yishun,khatib,75-79,f,100
yishun,lower seletar,75-79,f,20
yishun,nee soon,75-79,f,10
yishun,northland,75-79,f,250
yishun,springleaf,75-79,f,40
yishun,yishun central,75-79,f,20
yishun,yishun east,75-79,f,320
yishun,yishun south,75-79,f,360
yishun,yishun west,75-79,f,620
ang mo kio,ang mo kio town centre,80-84,f,40
ang mo kio,cheng san,80-84,f,280
ang mo kio,chong boon,80-84,f,310
ang mo kio,kebun bahru,80-84,f,300
ang mo kio,sembawang hills,80-84,f,80
ang mo kio,shangri-la,80-84,f,250
ang mo kio,tagore,80-84,f,70
ang mo kio,townsville,80-84,f,330
ang mo kio,yio chu kang east,80-84,f,20
ang mo kio,yio chu kang west,80-84,f,230
bedok,bayshore,80-84,f,40
bedok,bedok north,80-84,f,880
bedok,bedok reservoir,80-84,f,150
bedok,bedok south,80-84,f,600
bedok,frankel,80-84,f,390
bedok,kaki bukit,80-84,f,260
bedok,kembangan,80-84,f,430
bedok,siglap,80-84,f,100
bishan,bishan east,80-84,f,250
bishan,marymount,80-84,f,200
bishan,upper thomson,80-84,f,390
bukit batok,bukit batok central,80-84,f,190
bukit batok,bukit batok east,80-84,f,110
bukit batok,bukit batok south,80-84,f,70
bukit batok,bukit batok west,80-84,f,110
bukit batok,gombak,80-84,f,90
bukit batok,guilin,80-84,f,70
bukit batok,hillview,80-84,f,90
bukit batok,hong kah north,80-84,f,160
bukit merah,alexandra hill,80-84,f,210
bukit merah,bukit ho swee,80-84,f,290
bukit merah,bukit merah,80-84,f,10
bukit merah,depot road,80-84,f,40
bukit merah,everton park,80-84,f,110
bukit merah,henderson hill,80-84,f,220
bukit merah,kampong tiong bahru,80-84,f,150
bukit merah,redhill,80-84,f,150
bukit merah,telok blangah drive,80-84,f,200
bukit merah,telok blangah rise,80-84,f,160
bukit merah,telok blangah way,80-84,f,160
bukit merah,tiong bahru,80-84,f,150
bukit merah,tiong bahru station,80-84,f,200
bukit panjang,bangkit,80-84,f,200
bukit panjang,dairy farm,80-84,f,30
bukit panjang,fajar,80-84,f,140
bukit panjang,jelebu,80-84,f,190
bukit panjang,nature reserve,80-84,f,20
bukit panjang,saujana,80-84,f,110
bukit panjang,senja,80-84,f,90
bukit timah,anak bukit,80-84,f,190
bukit timah,coronation road,80-84,f,60
bukit timah,farrer court,80-84,f,60
bukit timah,hillcrest,80-84,f,100
bukit timah,holland road,80-84,f,80
bukit timah,leedon park,80-84,f,50
bukit timah,swiss club,80-84,f,60
bukit timah,ulu pandan,80-84,f,80
changi,changi point,80-84,f,10
changi,changi west,80-84,f,10
choa chu kang,choa chu kang central,80-84,f,100
choa chu kang,choa chu kang north,80-84,f,170
choa chu kang,keat hong,80-84,f,100
choa chu kang,peng siang,80-84,f,160
choa chu kang,teck whye,80-84,f,180
choa chu kang,yew tee,80-84,f,180
clementi,clementi central,80-84,f,140
clementi,clementi north,80-84,f,350
clementi,clementi west,80-84,f,120
clementi,clementi woods,80-84,f,150
clementi,faber,80-84,f,30
clementi,sunset way,80-84,f,60
clementi,west coast,80-84,f,30
downtown core,bugis,80-84,f,40
geylang,aljunied,80-84,f,490
geylang,geylang east,80-84,f,360
geylang,kampong ubi,80-84,f,70
geylang,macpherson,80-84,f,410
hougang,hougang central,80-84,f,40
hougang,hougang east,80-84,f,150
hougang,hougang west,80-84,f,400
hougang,kangkar,80-84,f,230
hougang,kovan,80-84,f,200
hougang,lorong ah soo,80-84,f,370
hougang,tai seng,80-84,f,150
hougang,trafalgar,80-84,f,310
jurong east,lakeside,80-84,f,10
jurong east,teban gardens,80-84,f,130
jurong east,toh guan,80-84,f,100
jurong east,yuhua east,80-84,f,220
jurong east,yuhua west,80-84,f,150
jurong west,boon lay place,80-84,f,150
jurong west,hong kah,80-84,f,330
jurong west,jurong west central,80-84,f,250
jurong west,taman jurong,80-84,f,210
jurong west,wenya,80-84,f,30
jurong west,yunnan,80-84,f,290
kallang,bendemeer,80-84,f,390
kallang,boon keng,80-84,f,160
kallang,crawford,80-84,f,160
kallang,geylang bahru,80-84,f,190
kallang,kampong bugis,80-84,f,10
kallang,kampong java,80-84,f,130
kallang,lavender,80-84,f,90
kallang,tanjong rhu,80-84,f,80
mandai,mandai estate,80-84,f,10
marine parade,katong,80-84,f,100
marine parade,marine parade,80-84,f,400
marine parade,mountbatten,80-84,f,90
newton,cairnhill,80-84,f,30
newton,goodwood park,80-84,f,10
newton,monk's hill,80-84,f,10
newton,orange grove,80-84,f,10
novena,balestier,80-84,f,430
novena,dunearn,80-84,f,50
novena,malcolm,80-84,f,30
novena,moulmein,80-84,f,60
novena,mount pleasant,80-84,f,10
outram,china square,80-84,f,20
outram,chinatown,80-84,f,160
outram,pearl's hill,80-84,f,120
pasir ris,flora drive,80-84,f,80
pasir ris,loyang east,80-84,f,10
pasir ris,loyang west,80-84,f,20
pasir ris,pasir ris central,80-84,f,140
pasir ris,pasir ris drive,80-84,f,360
pasir ris,pasir ris park,80-84,f,10
pasir ris,pasir ris west,80-84,f,210
punggol,matilda,80-84,f,90
punggol,punggol field,80-84,f,190
punggol,punggol town centre,80-84,f,20
punggol,waterway east,80-84,f,90
queenstown,commonwealth,80-84,f,190
queenstown,dover,80-84,f,120
queenstown,ghim moh,80-84,f,200
queenstown,holland drive,80-84,f,240
queenstown,margaret drive,80-84,f,130
queenstown,mei chin,80-84,f,260
queenstown,pasir panjang 1,80-84,f,30
queenstown,pasir panjang 2,80-84,f,20
queenstown,tanglin halt,80-84,f,250
river valley,institution hill,80-84,f,10
river valley,leonie hill,80-84,f,10
river valley,one tree hill,80-84,f,10
river valley,oxley,80-84,f,10
